Item_Fat_Content,Item_Type,Year,Outlet_Location,Sales,Rating
Regular,Dairy,2019,Provincia de Buenos Aires,146.37860107421875,5
Regular,Frozen Foods,2019,Provincia de Buenos Aires,128.06779479980469,5
Regular,Frozen Foods,2019,Provincia de Buenos Aires,152.23660278320313,5
Regular,Fruits and Vegetables,2019,Provincia de Buenos Aires,241.3511962890625,5
Regular,Fruits and Vegetables,2019,Provincia de Buenos Aires,222.90879821777344,5
Regular,Meat,2019,Provincia de Buenos Aires,122.13880157470703,5
Regular,Snack Foods,2019,Provincia de Buenos Aires,186.48980712890625,5
Regular,Snack Foods,2019,Provincia de Buenos Aires,84.853996276855469,5
Regular,Snack Foods,2019,Provincia de Buenos Aires,167.1842041015625,5
Regular,Snack Foods,2019,Provincia de Buenos Aires,262.19100952148438,5
Regular,Baking Goods,2020,Provincia de Buenos Aires,181.39500427246094,5
Regular,Baking Goods,2020,Provincia de Buenos Aires,86.885597229003906,5
Regular,Baking Goods,2020,Provincia de Buenos Aires,50.000801086425781,5
Regular,Baking Goods,2020,Provincia de Buenos Aires,154.06559753417969,5
Regular,Baking Goods,2020,Provincia de Buenos Aires,195.81100463867188,5
Regular,Breads,2020,Provincia de Buenos Aires,35.287399291992188,5
Regular,Canned,2020,Provincia de Buenos Aires,50.834999084472656,5
Regular,Frozen Foods,2020,Provincia de Buenos Aires,50.866600036621094,5
Regular,Frozen Foods,2020,Provincia de Buenos Aires,141.58380126953125,5
Regular,Frozen Foods,2020,Provincia de Buenos Aires,35.155799865722656,5
Regular,Fruits and Vegetables,2020,Provincia de Buenos Aires,170.54220581054688,5
Regular,Fruits and Vegetables,2020,Provincia de Buenos Aires,61.519401550292969,5
Regular,Meat,2020,Provincia de Buenos Aires,197.24259948730469,5
Regular,Meat,2020,Provincia de Buenos Aires,36.6531982421875,5
Regular,Meat,2020,Provincia de Buenos Aires,47.137599945068359,5
Regular,Meat,2020,Provincia de Buenos Aires,167.08160400390625,5
Regular,Snack Foods,2020,Provincia de Buenos Aires,44.011199951171875,5
Regular,Snack Foods,2020,Provincia de Buenos Aires,89.485603332519531,5
Regular,Starchy Foods,2020,Provincia de Buenos Aires,226.606201171875,5
Low Fat,Health and Hygiene,2020,Provincia de Buenos Aires,34.053199768066406,5
Regular,Fruits and Vegetables,2020,Provincia de Buenos Aires,197.07420349121094,5
Regular,Fruits and Vegetables,2020,Provincia de Buenos Aires,190.68719482421875,5
Regular,Snack Foods,2020,Provincia de Buenos Aires,34.387401580810547,5
Low Fat,Soft Drinks,2017,Provincia de Buenos Aires,114.45179748535156,5
Low Fat,Baking Goods,2017,Provincia de Buenos Aires,99.401603698730469,5
Low Fat,Baking Goods,2017,Provincia de Buenos Aires,77.232803344726563,5
Low Fat,Baking Goods,2017,Provincia de Buenos Aires,159.96040344238281,5
Low Fat,Baking Goods,2017,Provincia de Buenos Aires,131.52839660644531,5
Low Fat,Baking Goods,2017,Provincia de Buenos Aires,234.2615966796875,5
Low Fat,Breads,2017,Provincia de Buenos Aires,121.00980377197266,5
Low Fat,Canned,2017,Provincia de Buenos Aires,108.22799682617188,5
Low Fat,Canned,2017,Provincia de Buenos Aires,114.14920043945313,5
Low Fat,Canned,2017,Provincia de Buenos Aires,163.28939819335938,5
Low Fat,Canned,2017,Provincia de Buenos Aires,257.8330078125,5
Low Fat,Canned,2017,Provincia de Buenos Aires,184.42660522460938,5
Low Fat,Frozen Foods,2017,Provincia de Buenos Aires,86.02239990234375,5
Low Fat,Frozen Foods,2017,Provincia de Buenos Aires,72.969596862792969,5
Low Fat,Fruits and Vegetables,2017,Provincia de Buenos Aires,115.88079833984375,5
Low Fat,Fruits and Vegetables,2017,Provincia de Buenos Aires,109.92279815673828,5
Low Fat,Hard Drinks,2017,Provincia de Buenos Aires,157.0946044921875,5
Low Fat,Health and Hygiene,2017,Provincia de Buenos Aires,100.66739654541016,5
Low Fat,Health and Hygiene,2017,Provincia de Buenos Aires,36.321601867675781,5
Low Fat,Health and Hygiene,2017,Provincia de Buenos Aires,159.46040344238281,5
Low Fat,Health and Hygiene,2017,Provincia de Buenos Aires,130.26260375976563,5
Low Fat,Household,2017,Provincia de Buenos Aires,42.608600616455078,5
Low Fat,Household,2017,Provincia de Buenos Aires,140.24960327148438,5
Low Fat,Household,2017,Provincia de Buenos Aires,108.19120025634766,5
Low Fat,Household,2017,Provincia de Buenos Aires,213.32179260253906,5
Low Fat,Household,2017,Provincia de Buenos Aires,172.34219360351563,5
Low Fat,Others,2017,Provincia de Buenos Aires,106.12799835205078,5
Low Fat,Snack Foods,2017,Provincia de Buenos Aires,97.904197692871094,5
Low Fat,Snack Foods,2017,Provincia de Buenos Aires,181.26339721679688,5
Low Fat,Snack Foods,2017,Provincia de Buenos Aires,119.54660034179688,5
Low Fat,Snack Foods,2017,Provincia de Buenos Aires,194.44779968261719,5
Low Fat,Soft Drinks,2017,Provincia de Buenos Aires,226.1719970703125,5
Low Fat,Soft Drinks,2017,Provincia de Buenos Aires,182.46339416503906,5
Regular,Baking Goods,2017,Provincia de Buenos Aires,43.745399475097656,5
Regular,Baking Goods,2017,Provincia de Buenos Aires,170.94219970703125,5
Regular,Baking Goods,2017,Provincia de Buenos Aires,171.14219665527344,5
Regular,Canned,2017,Provincia de Buenos Aires,183.39239501953125,5
Regular,Canned,2017,Provincia de Buenos Aires,113.72019958496094,5
Regular,Frozen Foods,2017,Provincia de Buenos Aires,181.56599426269531,5
Regular,Fruits and Vegetables,2017,Provincia de Buenos Aires,60.25360107421875,5
Regular,Fruits and Vegetables,2017,Provincia de Buenos Aires,127.46779632568359,5
Regular,Meat,2017,Provincia de Buenos Aires,106.13059997558594,5
Regular,Meat,2017,Provincia de Buenos Aires,195.44520568847656,5
Regular,Meat,2017,Provincia de Buenos Aires,207.89799499511719,5
Regular,Snack Foods,2017,Provincia de Buenos Aires,102.43579864501953,5
Regular,Snack Foods,2017,Provincia de Buenos Aires,173.27639770507813,5
Low Fat,Baking Goods,2024,Interior,153.00239562988281,5
Low Fat,Frozen Foods,2024,Interior,83.324996948242188,5
Low Fat,Frozen Foods,2024,Interior,107.22799682617188,5
Low Fat,Fruits and Vegetables,2024,Interior,177.93699645996094,5
Low Fat,Fruits and Vegetables,2024,Interior,198.24259948730469,5
Low Fat,Hard Drinks,2024,Interior,36.6531982421875,5
Low Fat,Health and Hygiene,2024,Interior,156.46299743652344,5
Low Fat,Health and Hygiene,2024,Interior,193.57940673828125,5
Low Fat,Household,2024,Interior,162.88679504394531,5
Low Fat,Household,2024,Interior,125.13619995117188,5
Low Fat,Meat,2024,Interior,190.88459777832031,5
Low Fat,Snack Foods,2024,Interior,125.77040100097656,5
Low Fat,Snack Foods,2024,Interior,163.4552001953125,5
Low Fat,Snack Foods,2024,Interior,163.68679809570313,5
Low Fat,Soft Drinks,2024,Interior,159.95779418945313,5
Low Fat,Soft Drinks,2024,Interior,142.51539611816406,5
Low Fat,Soft Drinks,2024,Interior,52.932399749755859,5
Regular,Baking Goods,2024,Interior,87.051399230957031,5
Regular,Baking Goods,2024,Interior,102.73320007324219,5
Regular,Breads,2024,Interior,138.78379821777344,5
Regular,Dairy,2024,Interior,145.81019592285156,5
Regular,Frozen Foods,2024,Interior,48.469200134277344,5
Regular,Frozen Foods,2024,Interior,194.14779663085938,5
Regular,Fruits and Vegetables,2024,Interior,88.25140380859375,5
Low Fat,Baking Goods,2021,Interior,36.716400146484375,5
Low Fat,Breads,2021,Interior,86.356597900390625,5
Low Fat,Dairy,2021,Interior,153.43400573730469,5
Low Fat,Dairy,2021,Interior,264.55679321289063,5
Low Fat,Frozen Foods,2021,Interior,213.71919250488281,5
Low Fat,Frozen Foods,2021,Interior,118.31240081787109,5
Low Fat,Fruits and Vegetables,2021,Interior,61.25360107421875,5
Low Fat,Fruits and Vegetables,2021,Interior,109.89119720458984,5
Low Fat,Fruits and Vegetables,2021,Interior,104.93060302734375,5
Low Fat,Hard Drinks,2021,Interior,188.18719482421875,5
Low Fat,Household,2021,Interior,163.48680114746094,5
Low Fat,Household,2021,Interior,142.24699401855469,5
Low Fat,Household,2021,Interior,188.75300598144531,5
Low Fat,Household,2021,Interior,59.256198883056641,5
Low Fat,Household,2021,Interior,97.441001892089844,5
Low Fat,Snack Foods,2021,Interior,214.52180480957031,5
Low Fat,Snack Foods,2021,Interior,170.64219665527344,5
Low Fat,Soft Drinks,2021,Interior,198.20840454101563,5
Low Fat,Soft Drinks,2021,Interior,44.477001190185547,5
Regular,Canned,2021,Interior,89.917198181152344,5
Regular,Canned,2021,Interior,86.185600280761719,5
Regular,Frozen Foods,2021,Interior,46.037601470947266,5
Regular,Frozen Foods,2021,Interior,180.33180236816406,5
Regular,Fruits and Vegetables,2021,Interior,115.01760101318359,5
Regular,Fruits and Vegetables,2021,Interior,252.33819580078125,5
Regular,Fruits and Vegetables,2021,Interior,109.82540130615234,5
Regular,Fruits and Vegetables,2021,Interior,159.55780029296875,5
Regular,Fruits and Vegetables,2021,Interior,225.90359497070313,5
Regular,Snack Foods,2021,Interior,187.18719482421875,5
Regular,Snack Foods,2021,Interior,60.956199645996094,5
Regular,Starchy Foods,2021,Interior,226.90620422363281,5
Low Fat,Baking Goods,2022,Interior,157.36039733886719,5
Low Fat,Breads,2022,Interior,163.61839294433594,5
Low Fat,Breakfast,2022,Interior,132.86259460449219,5
Low Fat,Canned,2022,Interior,77.99859619140625,5
Low Fat,Dairy,2022,Interior,242.98539733886719,5
Low Fat,Dairy,2022,Interior,40.313800811767578,5
Low Fat,Frozen Foods,2022,Interior,140.61799621582031,5
Low Fat,Frozen Foods,2022,Interior,244.0802001953125,5
Low Fat,Fruits and Vegetables,2022,Interior,147.37339782714844,5
Low Fat,Fruits and Vegetables,2022,Interior,121.27559661865234,5
Low Fat,Hard Drinks,2022,Interior,174.20799255371094,5
Low Fat,Health and Hygiene,2022,Interior,100.43840026855469,5
Low Fat,Health and Hygiene,2022,Interior,127.33360290527344,5
Low Fat,Health and Hygiene,2022,Interior,87.02239990234375,5
Low Fat,Household,2022,Interior,160.78939819335938,5
Low Fat,Household,2022,Interior,103.33059692382813,5
Low Fat,Household,2022,Interior,247.14599609375,5
Low Fat,Household,2022,Interior,128.40199279785156,5
Low Fat,Household,2022,Interior,148.04179382324219,5
Low Fat,Meat,2022,Interior,108.29380035400391,5
Low Fat,Meat,2022,Interior,88.917198181152344,5
Low Fat,Meat,2022,Interior,58.556198120117188,5
Low Fat,Others,2022,Interior,211.85600280761719,5
Low Fat,Snack Foods,2022,Interior,212.02180480957031,5
Low Fat,Snack Foods,2022,Interior,253.37240600585938,5
Low Fat,Snack Foods,2022,Interior,113.35440063476563,5
Low Fat,Snack Foods,2022,Interior,200.40840148925781,5
Low Fat,Snack Foods,2022,Interior,55.895599365234375,5
Low Fat,Snack Foods,2022,Interior,139.94960021972656,5
Low Fat,Snack Foods,2022,Interior,177.33700561523438,5
Low Fat,Soft Drinks,2022,Interior,172.04220581054688,5
Low Fat,Soft Drinks,2022,Interior,159.65780639648438,5
Regular,Breads,2022,Interior,142.28379821777344,5
Regular,Canned,2022,Interior,175.13699340820313,5
Regular,Canned,2022,Interior,59.321998596191406,5
Regular,Canned,2022,Interior,41.045398712158203,5
Regular,Canned,2022,Interior,182.52659606933594,5
Regular,Dairy,2022,Interior,110.15699768066406,5
Regular,Frozen Foods,2022,Interior,91.048797607421875,5
Regular,Fruits and Vegetables,2022,Interior,116.74919891357422,5
Regular,Fruits and Vegetables,2022,Interior,234.49580383300781,5
Regular,Meat,2022,Interior,44.011199951171875,5
Regular,Snack Foods,2022,Interior,155.76300048828125,5
Regular,Snack Foods,2022,Interior,146.61019897460938,5
Low Fat,Canned,2018,Interior,139.24960327148438,5
Low Fat,Canned,2018,Interior,56.224601745605469,5
Low Fat,Frozen Foods,2018,Interior,96.7384033203125,5
Low Fat,Frozen Foods,2018,Interior,59.590400695800781,5
Low Fat,Frozen Foods,2018,Interior,148.93919372558594,5
Low Fat,Frozen Foods,2018,Interior,125.56780242919922,5
Low Fat,Fruits and Vegetables,2018,Interior,231.96420288085938,5
Low Fat,Fruits and Vegetables,2018,Interior,124.97299957275391,5
Low Fat,Hard Drinks,2018,Interior,180.76600646972656,5
Low Fat,Health and Hygiene,2018,Interior,110.45439910888672,5
Low Fat,Household,2018,Interior,53.495601654052734,5
Low Fat,Household,2018,Interior,178.23699951171875,5
Low Fat,Household,2018,Interior,94.04620361328125,5
Low Fat,Household,2018,Interior,245.64599609375,5
Low Fat,Household,2018,Interior,39.279598236083984,5
Low Fat,Household,2018,Interior,145.64179992675781,5
Low Fat,Household,2018,Interior,166.54739379882813,5
Low Fat,Others,2018,Interior,55.258800506591797,5
Low Fat,Snack Foods,2018,Interior,154.7998046875,5
Low Fat,Snack Foods,2018,Interior,194.44520568847656,5
Low Fat,Snack Foods,2018,Interior,211.69020080566406,5
Low Fat,Soft Drinks,2018,Interior,44.376998901367188,5
Regular,Baking Goods,2018,Interior,165.58680725097656,5
Regular,Baking Goods,2018,Interior,122.40979766845703,5
Regular,Baking Goods,2018,Interior,94.311996459960938,5
Regular,Breakfast,2018,Interior,169.34739685058594,5
Regular,Canned,2018,Interior,91.311996459960938,5
Regular,Canned,2018,Interior,185.22659301757813,5
